Disease Name
"""Ataxia-telangiectasia"""
"""Alopecia-contractures-dwarfism-intellectual disability syndrome"""
"""FRAXE intellectual disability"""
"""Autosomal recessive spastic paraplegia type 20"""
"""Autosomal recessive spastic paraplegia type 23"""
"""Metaphyseal anadysplasia"""
"""Ramos-Arroyo syndrome"""
"""Mosaic variegated aneuploidy syndrome"""
"""Aniridia-renal agenesis-psychomotor retardation syndrome"""
"""Bannayan-Riley-Ruvalcaba syndrome"""
"""Bardet-Biedl syndrome"""
"""Microphthalmia with limb anomalies"""
"""Aphalangy-syndactyly-microcephaly syndrome"""
"""Bartter syndrome"""
"""X-linked mandibulofacial dysostosis"""
"""AREDYLD syndrome"""
"""Auriculoosteodysplasia"""
"""Arthrogryposis multiplex congenita-whistling face syndrome"""
"""Progressive pseudorheumatoid arthropathy of childhood"""
"""Congenital unilateral hypoplasia of depressor anguli oris"""
"""Autosomal recessive cerebelloparenchymal disorder type 3"""
"""Cerebellar ataxia-hypogonadism syndrome"""
"""Spinocerebellar ataxia-dysmorphism syndrome"""
"""Atelosteogenesis type I"""
"""Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome"""
"""Atkin-Flaitz syndrome"""
"""Burn-McKeown syndrome"""
"""Larynx atresia"""
"""Baller-Gerold syndrome"""
"""Bangstad syndrome"""
"""Blackfan-Diamond anemia"""
"""Metaphyseal acroscyphodysplasia"""
"""Bonnemann-Meinecke-Reich syndrome"""
"""Borjeson-Forssman-Lehmann syndrome"""
"""Bowen-Conradi syndrome"""
"""Aymé-Gripp syndrome"""
"""Brachydactyly-arterial hypertension syndrome"""
"""Brachymorphism-onychodysplasia-dysphalangism syndrome"""
"""Brachyolmia"""
"""Branchio-oculo-facial syndrome"""
"""Feingold syndrome"""
"""Buschke-Ollendorff syndrome"""
"""Distal limb deficiencies-micrognathia syndrome"""
"""Camptodactyly-joint contractures-facial skeletal defects syndrome"""
"""Camptodactyly syndrome, Guadalajara type 2"""
"""Camptodactyly syndrome, Guadalajara type 1"""
"""Cardiofaciocutaneous syndrome"""
"""Heart defects-limb shortening syndrome"""
"""Carey-Fineman-Ziter syndrome"""
"""Cataract-ataxia-deafness syndrome"""
"""Legius syndrome"""
"""Cataract-nephropathy-encephalopathy syndrome"""
"""Cataract-deafness-hypogonadism syndrome"""
"""Cataract-intellectual disability-hypogonadism syndrome"""
"""Catel-Manzke syndrome"""
"""Cortical blindness-intellectual disability-polydactyly syndrome"""
"""Cerebrofaciothoracic dysplasia"""
"""17q11.2 microduplication syndrome"""
"""Campomelic dysplasia"""
"""Syndactyly-telecanthus-anogenital and renal malformations syndrome"""
"""Tarsal-carpal coalition syndrome"""
"""Chondrodysplasia-disorder of sex development syndrome"""
"""Desbuquois syndrome"""
"""Otospondylomegaepiphyseal dysplasia"""
"""X-linked skeletal dysplasia-intellectual disability syndrome"""
"""CODAS syndrome"""
"""COFS syndrome"""
"""Coloboma of macula-brachydactyly type B syndrome"""
"""Lethal congenital contracture syndrome type 1"""
"""Cooper-Jabs syndrome"""
"""Vici syndrome"""
"""Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome"""
"""Achondroplasia"""
"""Short rib-polydactyly syndrome"""
"""Autosomal recessive Robinow syndrome"""
"""Craniodigital-intellectual disability syndrome"""
"""Craniofacial dyssynostosis"""
"""Dahlberg-Borer-Newcomer syndrome"""
"""Spondyloepimetaphyseal dysplasia, matrilin-3 type"""
"""Hereditary hypophosphatemic rickets with hypercalciuria"""
"""Hypotrichosis with juvenile macular degeneration"""
"""ANE syndrome"""
"""SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome"""
"""Ectodermal dysplasia-skin fragility syndrome"""
"""Spondyloepiphyseal dysplasia tarda, Kohn type"""
"""X-linked dominant chondrodysplasia, Chassaing-Lacombe type"""
"""X-linked intellectual disability, Cilliers type"""
"""X-linked intellectual disability, Van Esch type"""
"""Multiple epiphyseal dysplasia due to collagen 9 anomaly"""
"""Multiple epiphyseal dysplasia, Beighton type"""
"""Multiple epiphyseal dysplasia, Al-Gazali type"""
"""Wolcott-Rallison syndrome"""
"""Axial spondylometaphyseal dysplasia"""
"""Spondylometaphyseal dysplasia, A4 type"""
"""H syndrome"""
"""Native American myopathy"""
"""Hereditary cryohydrocytosis with reduced stomatin"""
"""Short stature-delayed bone age due to thyroid hormone metabolism deficiency"""
"""Generalized pseudohypoaldosteronism type 1"""
"""Progressive familial intrahepatic cholestasis"""
