Disease Name
"""Ataxia-telangiectasia"""
"""X-linked Alport syndrome-diffuse leiomyomatosis"""
"""Beta-mannosidosis"""
"""Larynx atresia"""
"""Chronic mucocutaneous candidiasis"""
"""Cortical blindness-intellectual disability-polydactyly syndrome"""
"""Encephalopathy due to prosaposin deficiency"""
"""Vici syndrome"""
"""Autosomal recessive Robinow syndrome"""
"""X-linked intellectual disability, Nascimento type"""
"""Chédiak-Higashi syndrome"""
"""Fatal infantile lactic acidosis with methylmalonic aciduria"""
"""Familial dysautonomia"""
"""Dyskeratosis congenita"""
"""Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1"""
"""Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2"""
"""Autosomal dominant spondylocostal dysostosis"""
"""Ectodermal dysplasia-blindness syndrome"""
"""Severe combined immunodeficiency"""
"""Hereditary mucoepithelial dysplasia"""
"""Bone dysplasia, lethal Holmgren type"""
"""Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome"""
"""Early myoclonic encephalopathy"""
"""Congenital fiber-type disproportion myopathy"""
"""Brain-lung-thyroid syndrome"""
"""Hennekam syndrome"""
"""Combined immunodeficiency due to DOCK8 deficiency"""
"""ICF syndrome"""
"""Dysmorphism-short stature-deafness-disorder of sex development syndrome"""
"""Isolated agammaglobulinemia"""
"""Autosomal dominant hyper-IgE syndrome"""
"""Sanjad-Sakati syndrome"""
"""X-linked lymphoproliferative disease"""
"""Melnick-Needles syndrome"""
"""X-linked immunoneurologic disorder"""
"""Cystic fibrosis-gastritis-megaloblastic anemia syndrome"""
"""Ataxia-pancytopenia syndrome"""
"""Distal 22q11.2 microdeletion syndrome"""
"""Kleefstra syndrome"""
"""Microcephalic osteodysplastic primordial dwarfism type II"""
"""Opsismodysplasia"""
"""Orofaciodigital syndrome type 4"""
"""PEHO syndrome"""
"""Hereditary orotic aciduria"""
"""Intellectual disability-balding-patella luxation-acromicria syndrome"""
"""Blepharophimosis-intellectual disability syndrome, SBBYS type"""
"""Lamellar ichthyosis"""
"""Hereditary sensory and autonomic neuropathy due to TECPR2 mutation"""
"""Deafness-lymphedema-leukemia syndrome"""
"""Cleft lip/palate-ectodermal dysplasia syndrome"""
"""Congenital muscular dystrophy with intellectual disability and severe epilepsy"""
"""Autosomal agammaglobulinemia"""
"""Reticular dysgenesis"""
"""Van den Bosch syndrome"""
"""T-B+ severe combined immunodeficiency due to JAK3 deficiency"""
"""Attenuated Chédiak-Higashi syndrome"""
"""GM1 gangliosidosis"""
"""Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome"""
"""17q21.31 microdeletion syndrome"""
"""Koolen-De Vries syndrome due to a point mutation"""
"""Glycogen storage disease due to glucose-6-phosphatase deficiency"""
"""Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome"""
"""Chronic granulomatous disease"""
"""Joubert syndrome with Jeune asphyxiating thoracic dystrophy"""
"""Alacrimia-choreoathetosis-liver dysfunction syndrome"""
"""Severe phosphoribosylpyrophosphate synthetase superactivity"""
"""Congenital myopathy with myasthenic-like onset"""
"""PGM3-CDG"""
"""Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome"""
"""Harlequin ichthyosis"""
"""Krabbe disease"""
"""Lipoid proteinosis"""
"""Oculocerebrorenal syndrome of Lowe"""
"""Immunodeficiency by defective expression of MHC class II"""
"""Mucolipidosis type II"""
"""Mucopolysaccharidosis type 1"""
"""Mucopolysaccharidosis type 7"""
"""Cystic fibrosis"""
"""Congenital myasthenic syndrome"""
"""X-linked centronuclear myopathy"""
"""Alpha-mannosidosis"""
"""Diastrophic dysplasia"""
"""Netherton syndrome"""
"""Nijmegen breakage syndrome"""
"""Autosomal recessive malignant osteopetrosis"""
"""Papillon-Lefèvre syndrome"""
"""3C syndrome"""
"""Pelizaeus-Merzbacher disease"""
"""Prolidase deficiency"""
"""Purine nucleoside phosphorylase deficiency"""
"""Gaucher disease type 2"""
"""Gaucher disease type 3"""
"""Hepatic veno-occlusive disease-immunodeficiency syndrome"""
"""ALG12-CDG"""
"""Brachytelephalangic chondrodysplasia punctata"""
"""Sandhoff disease"""
"""Stickler syndrome"""
"""Free sialic acid storage disease"""
"""Keutel syndrome"""
"""X-linked intellectual disability, Stocco Dos Santos type"""
"""X-linked intellectual disability, Pai type"""
"""Primary erythromelalgia"""
"""Paroxysmal cold hemoglobinuria"""
"""Hereditary folate malabsorption"""
"""Williams syndrome"""
"""Aspartylglucosaminuria"""
"""Hurler syndrome"""
"""Hajdu-Cheney syndrome"""
"""Bohring-Opitz syndrome"""
"""Prader-Willi syndrome due to paternal 15q11q13 deletion"""
"""Presynaptic congenital myasthenic syndromes"""
"""Spastic paraplegia type 2"""
