Disease Name
"""Alopecia-contractures-dwarfism-intellectual disability syndrome"""
"""Alopecia-epilepsy-pyorrhea-intellectual disability syndrome"""
"""Porphyria due to ALA dehydratase deficiency"""
"""FRAXE intellectual disability"""
"""Autosomal dominant spastic paraplegia type 4"""
"""Autosomal dominant spastic paraplegia type 10"""
"""Autosomal recessive spastic paraplegia type 14"""
"""Autosomal recessive spastic paraplegia type 15"""
"""X-linked spastic paraplegia type 16"""
"""Autosomal recessive spastic paraplegia type 26"""
"""Autosomal dominant epilepsy with auditory features"""
"""X-linked Charcot-Marie-Tooth disease type 2"""
"""X-linked Charcot-Marie-Tooth disease type 4"""
"""Autosomal recessive dopa-responsive dystonia"""
"""Rare non-syndromic intellectual disability"""
"""Early-onset autosomal dominant Alzheimer disease"""
"""Ramos-Arroyo syndrome"""
"""Mosaic variegated aneuploidy syndrome"""
"""Aniridia-ptosis-intellectual disability-familial obesity syndrome"""
"""Aniridia-intellectual disability syndrome"""
"""Thumb stiffness-brachydactyly-intellectual disability syndrome"""
"""Microlissencephaly"""
"""Bannayan-Riley-Ruvalcaba syndrome"""
"""Bardet-Biedl syndrome"""
"""Microphthalmia with limb anomalies"""
"""Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome"""
"""Autosomal recessive cerebelloparenchymal disorder type 3"""
"""Beta-mannosidosis"""
"""Lethal ataxia with deafness and optic atrophy"""
"""Atkin-Flaitz syndrome"""
"""TMEM70-related mitochondrial encephalo-cardio-myopathy"""
"""Bamforth-Lazarus syndrome"""
"""Bangstad syndrome"""
"""Björnstad syndrome"""
"""Bartsocas-Papas syndrome"""
"""Metaphyseal acroscyphodysplasia"""
"""Blepharonasofacial malformation syndrome"""
"""Bonnemann-Meinecke-Reich syndrome"""
"""Borjeson-Forssman-Lehmann syndrome"""
"""Aymé-Gripp syndrome"""
"""Brachymorphism-onychodysplasia-dysphalangism syndrome"""
"""Branchioskeletogenital syndrome"""
"""6-pyruvoyl-tetrahydropterin synthase deficiency"""
"""Feingold syndrome"""
"""Distal limb deficiencies-micrognathia syndrome"""
"""Infantile choroidocerebral calcification syndrome"""
"""Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome"""
"""Camptodactyly syndrome, Guadalajara type 1"""
"""Beta-ketothiolase deficiency"""
"""Cardiofaciocutaneous syndrome"""
"""Carey-Fineman-Ziter syndrome"""
"""Carnosinase deficiency"""
"""Cataract-ataxia-deafness syndrome"""
"""Cataract-hypertrichosis-intellectual disability syndrome"""
"""Overgrowth-macrocephaly-facial dysmorphism syndrome"""
"""X-linked intellectual disability-cerebellar hypoplasia syndrome"""
"""Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome"""
"""Cataract-nephropathy-encephalopathy syndrome"""
"""Cataract-deafness-hypogonadism syndrome"""
"""Cataract-intellectual disability-hypogonadism syndrome"""
"""Cortical blindness-intellectual disability-polydactyly syndrome"""
"""Cerebrofaciothoracic dysplasia"""
"""17q11.2 microduplication syndrome"""
"""Autosomal recessive ataxia due to ubiquinone deficiency"""
