Disease Name
Barth syndrome
Early-onset cerebellar ataxia with retained tendon reflexes
Beta-sarcoglycan-related  limb-girdle muscular dystrophy R4
TMEM70-related mitochondrial encephalo-cardio-myopathy
Autosomal dominant optic atrophy plus syndrome
Camurati-Engelmann disease
Cardiofaciocutaneous syndrome
Cardiomyopathy-cataract-hip spine disease syndrome
Mitochondrial DNA-related cardiomyopathy and hearing loss
Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
Congenital disorder of glycosylation
Vici syndrome
Familial isolated dilated cardiomyopathy
Carnitine palmitoyl transferase 1A deficiency
Carnitine palmitoyltransferase II deficiency
Lethal acantholytic erosive disorder
Carnitine-acylcarnitine translocase deficiency
"Heart-hand syndrome, Slovenian type"
Fatal infantile lactic acidosis with methylmalonic aciduria
Intermediate nemaline myopathy
Childhood-onset nemaline myopathy
Cartilage-hair hypoplasia
"Bone dysplasia, lethal Holmgren type"
3-hydroxy-3-methylglutaric aciduria
Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers
Anoctamin-5-related  limb-girdle muscular dystrophy R12
POMT2-related  limb-girdle muscular dystrophy R14
"Mucopolysaccharidosis type 2, severe form"
"Mucopolysaccharidosis type 2, attenuated form"
Sensorineural deafness with dilated cardiomyopathy
Rare hereditary hemochromatosis
Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
Maternally-inherited diabetes and deafness
"Carnitine palmitoyl transferase II deficiency, severe infantile form"
"Carnitine palmitoyl transferase II deficiency, neonatal form"
Beta-thalassemia major
Dominant beta-thalassemia
Kallmann syndrome-heart disease syndrome
"Familial partial lipodystrophy, Dunnigan type"
Choreoacanthocytosis
Pyruvate dehydrogenase E3 deficiency
Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations
Microcephaly-cardiomyopathy syndrome
Lethal infantile mitochondrial myopathy
Autosomal recessive progressive external ophthalmoplegia
Autosomal dominant progressive external ophthalmoplegia
Mitochondrial DNA-associated Leigh syndrome
Leigh syndrome with leukodystrophy
Microphthalmia with linear skin defects syndrome
Laminin subunit alpha 2-related congenital muscular dystrophy
Isolated complex I deficiency
Emery-Dreifuss muscular dystrophy
Duchenne and Becker muscular dystrophy
Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency
DPM3-CDG
Glycogen storage disease due to liver phosphorylase kinase deficiency
Multiple acyl-CoA dehydrogenase deficiency
Short chain acyl-CoA dehydrogenase deficiency
Very long chain acyl-CoA dehydrogenase deficiency
Vitamin B12-unresponsive methylmalonic acidemia
Noonan syndrome-like disorder with loose anagen hair
"Congenital muscular dystrophy, Fukuyama type"
Steinert myotonic dystrophy
Hyperinsulinism due to UCP2 deficiency
Autosomal dominant hyperinsulinism due to SUR1 deficiency
Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
