Disease Name
"""Ocular albinism with late-onset sensorineural deafness"""
"""Alopecia-epilepsy-pyorrhea-intellectual disability syndrome"""
"""Porphyria due to ALA dehydratase deficiency"""
"""Autosomal recessive spastic paraplegia type 5A"""
"""Autosomal dominant spastic paraplegia type 10"""
"""Autosomal dominant spastic paraplegia type 13"""
"""Autosomal recessive spastic paraplegia type 24"""
"""Autosomal recessive spastic paraplegia type 27"""
"""Autosomal dominant spastic paraplegia type 29"""
"""Romano-Ward syndrome"""
"""X-linked Charcot-Marie-Tooth disease type 1"""
"""X-linked Charcot-Marie-Tooth disease type 2"""
"""X-linked Charcot-Marie-Tooth disease type 4"""
"""Charcot-Marie-Tooth disease type 1B"""
"""Charcot-Marie-Tooth disease type 1F"""
"""Rare non-syndromic intellectual disability"""
"""X-linked Alport syndrome-diffuse leiomyomatosis"""
"""Ramos-Arroyo syndrome"""
"""Mosaic variegated aneuploidy syndrome"""
"""BOR syndrome"""
"""Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome"""
"""Bardet-Biedl syndrome"""
"""X-linked mandibulofacial dysostosis"""
"""Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome"""
"""Beta-mannosidosis"""
"""Infantile-onset spinocerebellar ataxia"""
"""Lethal ataxia with deafness and optic atrophy"""
"""Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome"""
"""Autosomal dominant optic atrophy plus syndrome"""
"""Baller-Gerold syndrome"""
"""Björnstad syndrome"""
"""Blepharonasofacial malformation syndrome"""
"""Borjeson-Forssman-Lehmann syndrome"""
"""Aymé-Gripp syndrome"""
"""Branchio-oculo-facial syndrome"""
"""Branchioskeletogenital syndrome"""
"""Feingold syndrome"""
"""Buschke-Ollendorff syndrome"""
"""Distal limb deficiencies-micrognathia syndrome"""
"""Camurati-Engelmann disease"""
"""Mitochondrial DNA-related cardiomyopathy and hearing loss"""
"""Cataract-ataxia-deafness syndrome"""
"""Legius syndrome"""
"""Overgrowth-macrocephaly-facial dysmorphism syndrome"""
"""Neurological conditions associated with aminoacylase 1 deficiency"""
"""Auriculocondylar syndrome"""
"""Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome"""
"""Cataract-deafness-hypogonadism syndrome"""
"""X-linked cerebral adrenoleukodystrophy"""
"""Autosomal recessive ataxia due to ubiquinone deficiency"""
"""Richards-Rundle syndrome"""
"""Campomelic dysplasia"""
"""RHYNS syndrome"""
"""Canavan disease"""
"""Otospondylomegaepiphyseal dysplasia"""
"""Xq21 microdeletion syndrome"""
"""CODAS syndrome"""
"""Coffin-Siris syndrome"""
"""COFS syndrome"""
"""Uveal coloboma-cleft lip and palate-intellectual disability"""
"""Renal coloboma syndrome"""
"""Multiple carboxylase deficiency"""
"""Cooper-Jabs syndrome"""
"""Corneal dystrophy-perceptive deafness syndrome"""
"""Vici syndrome"""
"""Achondroplasia"""
"""Autosomal recessive Robinow syndrome"""
"""Craniofrontonasal dysplasia"""
"""Craniometaphyseal dysplasia"""
"""Craniofacial-deafness-hand syndrome"""
"""Familial isolated dilated cardiomyopathy"""
"""Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease"""
"""X-linked intellectual disability, Najm type"""
"""X-linked intellectual disability, Nascimento type"""
"""Multiple epiphyseal dysplasia, Beighton type"""
"""Autosomal dominant otospondylomegaepiphyseal dysplasia"""
"""H syndrome"""
"""Native American myopathy"""
"""Fatal infantile lactic acidosis with methylmalonic aciduria"""
"""22q11.2 duplication syndrome"""
"""Non-rhizomelic chondrodysplasia punctata"""
"""Dyskeratosis congenita"""
"""Dysosteosclerosis"""
"""Osteosclerosis-developmental delay-craniosynostosis syndrome"""
"""Ectodermal dysplasia-blindness syndrome"""
"""Hidrotic ectodermal dysplasia, Halal type"""
"""MYH9-related disease"""
"""Frontometaphyseal dysplasia"""
"""Severe combined immunodeficiency"""
"""Spondyloperipheral dysplasia-short ulna syndrome"""
"""Ectodermal dysplasia-sensorineural deafness syndrome"""
"""Hidrotic ectodermal dysplasia"""
"""EEC syndrome"""
"""Cockayne syndrome"""
"""Coffin-Lowry syndrome"""
"""Cohen syndrome"""
"""Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"""
"""Isolated cleft lip"""
"""Cleft lip/palate"""
"""EAST syndrome"""
"""Blepharo-cheilo-odontic syndrome"""
"""Cowden syndrome"""
"""Cleft palate-stapes fixation-oligodontia syndrome"""
"""Crandall syndrome"""
"""Gingival fibromatosis-progressive deafness syndrome"""
"""Floating-Harbor syndrome"""
"""Flynn-Aird syndrome"""
"""Crigler-Najjar syndrome"""
"""Fraser syndrome"""
"""Freeman-Sheldon syndrome"""
"""GAPO syndrome"""
"""Crouzon disease"""
"""Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome"""
"""Gemignani syndrome"""
"""Bilateral parasagittal parieto-occipital polymicrogyria"""
"""Focal dermal hypoplasia"""
"""Gorlin-Chaudhry-Moss syndrome"""
"""Brain-lung-thyroid syndrome"""
"""Hennekam-Beemer syndrome"""
"""Hennekam syndrome"""
"""Donnai-Barrow syndrome"""
"""Mowat-Wilson syndrome"""
"""Hirschsprung disease-deafness-polydactyly syndrome"""
"""Methylcobalamin deficiency type cblE"""
"""Spinocerebellar ataxia type 31"""
"""Zechi-Ceide syndrome"""
"""Mucopolysaccharidosis type 2, severe form"""
"""Mucopolysaccharidosis type 2, attenuated form"""
"""Sensorineural deafness with dilated cardiomyopathy"""
"""Palmoplantar keratoderma-deafness syndrome"""
"""Xeroderma pigmentosum-Cockayne syndrome complex"""
"""Hypertelorism-microtia-facial clefting syndrome"""
"""Multiple pterygium-malignant hyperthermia syndrome"""
"""Hypertrichosis lanuginosa congenita"""
"""Primary hypergonadotropic hypogonadism-partial alopecia syndrome"""
"""Hypoparathyroidism-sensorineural deafness-renal disease syndrome"""
"""Maternally-inherited diabetes and deafness"""
"""Oligomeganephronia"""
"""Hypothyroidism due to deficient transcription factors involved in pituitary development or function"""
"""Dysmorphism-short stature-deafness-disorder of sex development syndrome"""
"""Congenital velopharyngeal incompetence"""
"""Isotretinoin-like syndrome"""
"""IVIC syndrome"""
"""Cardiac-valvular Ehlers-Danlos syndrome"""
"""Usher syndrome type 1"""
"""Usher syndrome type 2"""
"""Usher syndrome type 3"""
"""Johanson-Blizzard syndrome"""
"""Johnson neuroectodermal syndrome"""
"""Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome"""
"""Osteopenia-intellectual disability-sparse hair syndrome"""
"""Kallmann syndrome-heart disease syndrome"""
"""KBG syndrome"""
"""Dubowitz syndrome"""
"""Lacrimoauriculodentodigital syndrome"""
"""Laurence-Moon syndrome"""
"""Dyggve-Melchior-Clausen disease"""
"""Dyschromatosis universalis hereditaria"""
"""Primary ciliary dyskinesia"""
"""Isolated split hand-split foot malformation"""
"""RFT1-CDG"""
"""Postaxial acrofacial dysostosis"""
"""Melnick-Needles syndrome"""
"""Mesomelia-synostoses syndrome"""
"""Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome"""
"""Autosomal recessive Stickler syndrome"""
"""Multiple epiphyseal dysplasia"""
"""Mitochondrial DNA depletion syndrome, myopathic form"""
"""Autosomal recessive progressive external ophthalmoplegia"""
"""Autosomal dominant progressive external ophthalmoplegia"""
"""Mitochondrial DNA-associated Leigh syndrome"""
"""Leigh syndrome with leukodystrophy"""
"""Ear-patella-short stature syndrome"""
"""Microphthalmia with linear skin defects syndrome"""
"""Myhre syndrome"""
"""Myoclonus-cerebellar ataxia-deafness syndrome"""
"""Spinal muscular atrophy-progressive myoclonic epilepsy syndrome"""
"""Mitochondrial myopathy-lactic acidosis-deafness syndrome"""
"""N syndrome"""
"""Isolated complex I deficiency"""
"""Distal 22q11.2 microdeletion syndrome"""
"""Kleefstra syndrome"""
"""COG5-CDG"""
"""Microcephalic osteodysplastic primordial dwarfism type II"""
"""Nephropathy-deafness-hyperparathyroidism syndrome"""
"""Facioscapulohumeral dystrophy"""
"""Noonan syndrome-like disorder with loose anagen hair"""
"""Oculodentodigital dysplasia"""
"""Oculofaciocardiodental syndrome"""
"""Olivopontocerebellar atrophy-deafness syndrome"""
"""Opitz GBBB syndrome"""
"""Orofaciodigital syndrome type 2"""
"""Orofaciodigital syndrome type 4"""
"""Orofaciodigital syndrome type 6"""
"""Frontotemporal dementia with motor neuron disease"""
"""Spinocerebellar ataxia type 36"""
"""Osteopathia striata-cranial sclerosis syndrome"""
"""Osteopetrosis and related disorders"""
"""Osteopetrosis with renal tubular acidosis"""
"""Lateral meningocele syndrome"""
"""Endosteal hyperostosis, Worth type"""
"""Otodental syndrome"""
"""ALG11-CDG"""
"""Juvenile Paget disease"""
"""Spastic paraplegia-nephritis-deafness syndrome"""
"""Xp22.13p22.2 duplication syndrome"""
"""PHAVER syndrome"""
"""Piebaldism"""
"""Pili torti"""
"""Autosomal recessive hypophosphatemic rickets"""
"""Hereditary pheochromocytoma-paraganglioma"""
"""Congenital hereditary endothelial dystrophy type II"""
"""3MC syndrome"""
"""Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome"""
