Disease Name
"""Alopecia-contractures-dwarfism-intellectual disability syndrome"""
"""Autosomal recessive spastic paraplegia type 5A"""
"""Autosomal dominant spastic paraplegia type 10"""
"""Autosomal dominant spastic paraplegia type 13"""
"""Autosomal recessive spastic paraplegia type 23"""
"""Autosomal recessive spastic paraplegia type 26"""
"""Autosomal recessive spastic paraplegia type 28"""
"""X-linked Charcot-Marie-Tooth disease type 1"""
"""X-linked Charcot-Marie-Tooth disease type 3"""
"""X-linked Charcot-Marie-Tooth disease type 4"""
"""Charcot-Marie-Tooth disease type 1A"""
"""Charcot-Marie-Tooth disease type 1B"""
"""Charcot-Marie-Tooth disease type 1F"""
"""Spinocerebellar ataxia type 25"""
"""Bannayan-Riley-Ruvalcaba syndrome"""
"""Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome"""
"""AREDYLD syndrome"""
"""Neurogenic arthrogryposis multiplex congenita"""
"""Infantile-onset X-linked spinal muscular atrophy"""
"""Kuskokwim syndrome"""
"""Congenital contractural arachnodactyly"""
"""Progressive pseudorheumatoid arthropathy of childhood"""
"""X-linked progressive cerebellar ataxia"""
"""Early-onset cerebellar ataxia with retained tendon reflexes"""
"""Atelosteogenesis type I"""
"""Baller-Gerold syndrome"""
"""Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome"""
"""Metaphyseal acroscyphodysplasia"""
"""Maxillonasal dysplasia"""
"""Aymé-Gripp syndrome"""
"""Branchioskeletogenital syndrome"""
"""Autosomal dominant popliteal pterygium syndrome"""
"""Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome"""
"""Camptodactyly-joint contractures-facial skeletal defects syndrome"""
"""Camurati-Engelmann disease"""
"""Cardiofaciocutaneous syndrome"""
"""Carey-Fineman-Ziter syndrome"""
"""Legius syndrome"""
"""Frank-Ter Haar syndrome"""
"""Cataract-intellectual disability-hypogonadism syndrome"""
"""Catel-Manzke syndrome"""
"""Cerebrofaciothoracic dysplasia"""
"""Abetalipoproteinemia"""
"""Campomelic dysplasia"""
"""Desbuquois syndrome"""
"""X-linked skeletal dysplasia-intellectual disability syndrome"""
"""Joubert syndrome with hepatic defect"""
"""CODAS syndrome"""
"""Coffin-Siris syndrome"""
"""Cooper-Jabs syndrome"""
"""Autosomal recessive Robinow syndrome"""
"""Craniofrontonasal dysplasia"""
"""Crisponi syndrome"""
"""ANE syndrome"""
"""X-linked intellectual disability, Najm type"""
"""Dermatoosteolysis, Kirghizian type"""
"""Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy"""
"""Multiple epiphyseal dysplasia, Beighton type"""
"""Restrictive dermopathy"""
"""Axial spondylometaphyseal dysplasia"""
"""Native American myopathy"""
"""Typical nemaline myopathy"""
"""Childhood-onset nemaline myopathy"""
"""Blindness-scoliosis-arachnodactyly syndrome"""
"""Cap myopathy"""
"""22q11.2 duplication syndrome"""
"""Cartilage-hair hypoplasia"""
"""Non-rhizomelic chondrodysplasia punctata"""
"""Familial dysautonomia"""
"""Rhizomelic chondrodysplasia punctata"""
"""Dyskeratosis congenita"""
"""Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1"""
"""Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2"""
