Disease Name
"""Ocular albinism with late-onset sensorineural deafness"""
"""Rare non-syndromic intellectual disability"""
"""Amaurosis-hypertrichosis syndrome"""
"""Aniridia-ptosis-intellectual disability-familial obesity syndrome"""
"""Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome"""
"""Lethal ataxia with deafness and optic atrophy"""
"""Best vitelliform macular dystrophy"""
"""Bonnemann-Meinecke-Reich syndrome"""
"""Aymé-Gripp syndrome"""
"""Buschke-Ollendorff syndrome"""
"""Autosomal recessive palmoplantar keratoderma and congenital alopecia"""
"""Cataract-ataxia-deafness syndrome"""
"""Cortical blindness-intellectual disability-polydactyly syndrome"""
"""Canavan disease"""
"""Lynch syndrome"""
"""Joubert syndrome with hepatic defect"""
"""Coffin-Siris syndrome"""
"""COFS syndrome"""
"""Uveal coloboma-cleft lip and palate-intellectual disability"""
"""Renal coloboma syndrome"""
"""Multiple carboxylase deficiency"""
"""Corneal dystrophy-perceptive deafness syndrome"""
"""Craniometaphyseal dysplasia"""
"""Retinal degeneration-nanophthalmos-glaucoma syndrome"""
"""Pantothenate kinase-associated neurodegeneration"""
"""Blue cone monochromatism"""
"""X-linked intellectual disability, Najm type"""
"""X-linked corneal dermoid"""
"""Cartilage-hair hypoplasia"""
"""Osteosclerosis-developmental delay-craniosynostosis syndrome"""
"""Autosomal dominant non-syndromic intellectual disability"""
"""Choroideremia"""
"""Lowry-Wood syndrome"""
"""X-linked retinal dysplasia"""
"""Progressive cone dystrophy"""
"""Cone rod dystrophy"""
"""Jalili syndrome"""
"""Isolated ectopia lentis"""
"""Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"""
"""Progressive epilepsy-intellectual disability syndrome, Finnish type"""
"""Cleft lip-retinopathy syndrome"""
"""Flynn-Aird syndrome"""
"""GAPO syndrome"""
"""Bilateral parasagittal parieto-occipital polymicrogyria"""
"""Intermediate osteopetrosis"""
"""Cystinosis"""
"""Neuronal ceroid lipofuscinosis"""
"""Methylcobalamin deficiency type cblE"""
"""Mucopolysaccharidosis type 2, severe form"""
"""Mucopolysaccharidosis type 2, attenuated form"""
"""Maternally-inherited diabetes and deafness"""
"""CLN5 disease"""
"""Joubert syndrome with oculorenal defect"""
"""RFT1-CDG"""
"""Micro syndrome"""
"""Autosomal recessive chorioretinopathy-microcephaly syndrome"""
"""Pontocerebellar hypoplasia type 2"""
"""Autosomal recessive progressive external ophthalmoplegia"""
"""Autosomal dominant progressive external ophthalmoplegia"""
"""Combined oxidative phosphorylation defect type 7"""
"""Leigh syndrome with nephrotic syndrome"""
"""N syndrome"""
"""COG5-CDG"""
"""Oculodentodigital dysplasia"""
"""Congenital muscular dystrophy, Fukuyama type"""
"""Osteoporosis-oculocutaneous hypopigmentation syndrome"""
"""Autosomal recessive spastic paraplegia type 11"""
"""Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome"""
"""Senior-Loken syndrome"""
"""Spinocerebellar degeneration-corneal dystrophy syndrome"""
"""Fountain syndrome"""
"""Vogt-Koyanagi-Harada disease"""
"""Autoimmune polyendocrinopathy type 1"""
"""17q21.31 microdeletion syndrome"""
"""Koolen-De Vries syndrome due to a point mutation"""
"""Severe early-childhood-onset retinal dystrophy"""
"""Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome"""
"""Acrodermatitis enteropathica"""
"""Giant cell arteritis"""
"""Optic atrophy-intellectual disability syndrome"""
"""Childhood-onset spasticity with hyperglycinemia"""
"""Pontocerebellar hypoplasia type 10"""
"""Ocular cystinosis"""
