Disease Name
"""Transaldolase deficiency"""
"""AREDYLD syndrome"""
"""Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome"""
"""Congenital atransferrinemia"""
"""Blackfan-Diamond anemia"""
"""Camurati-Engelmann disease"""
"""Abetalipoproteinemia"""
"""Hereditary mixed polyposis syndrome"""
"""Hb Bart's hydrops fetalis"""
"""Wolcott-Rallison syndrome"""
"""Chédiak-Higashi syndrome"""
"""H syndrome"""
"""Cernunnos-XLF deficiency"""
"""Combined immunodeficiency due to CRAC channel dysfunction"""
"""Severe hemophilia A"""
"""Cartilage-hair hypoplasia"""
"""Dyskeratosis congenita"""
"""Ghosal hematodiaphyseal dysplasia"""
"""Schimke immuno-osseous dysplasia"""
"""Bone dysplasia, lethal Holmgren type"""
"""Spondyloenchondrodysplasia"""
"""3-hydroxy-3-methylglutaric aciduria"""
"""Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome"""
"""Intermediate osteopetrosis"""
"""Hemoglobin E disease"""
"""Methylcobalamin deficiency type cblE"""
"""Rothmund-Thomson syndrome type 1"""
"""Rothmund-Thomson syndrome type 2"""
"""ICF syndrome"""
"""Autoimmune polyendocrinopathy type 3"""
"""Autoimmune polyendocrinopathy type 4"""
"""Autoimmune hemolytic anemia, cold type"""
"""Isolated agammaglobulinemia"""
"""Dopamine beta-hydroxylase deficiency"""
"""Combined immunodeficiency due to partial RAG1 deficiency"""
"""Beta-thalassemia major"""
"""Beta-thalassemia intermedia"""
"""Dominant beta-thalassemia"""
"""Beta-thalassemia associated with another hemoglobin anomaly"""
"""Delta-beta-thalassemia"""
"""Hemoglobin C-beta-thalassemia syndrome"""
"""Hemoglobin E-beta-thalassemia syndrome"""
"""Beta-thalassemia-X-linked thrombocytopenia syndrome"""
"""Johanson-Blizzard syndrome"""
"""Sickle cell anemia"""
"""Dubowitz syndrome"""
"""X-linked lymphoproliferative disease"""
"""HELLP syndrome"""
"""Neonatal intrahepatic cholestasis due to citrin deficiency"""
"""Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations"""
"""Leigh syndrome with leukodystrophy"""
"""Cystic fibrosis-gastritis-megaloblastic anemia syndrome"""
"""Ataxia-pancytopenia syndrome"""
"""Mitochondrial myopathy and sideroblastic anemia"""
"""Microcephalic osteodysplastic primordial dwarfism type II"""
"""Glycogen storage disease due to liver phosphorylase kinase deficiency"""
"""Nephropathy-deafness-hyperparathyroidism syndrome"""
"""Vitamin B12-unresponsive methylmalonic acidemia"""
"""Lysosomal acid lipase deficiency"""
"""Osteopetrosis with renal tubular acidosis"""
"""Pachydermoperiostosis"""
"""Vitamin B12-responsive methylmalonic acidemia"""
"""X-linked sideroblastic anemia and spinocerebellar ataxia"""
"""Peutz-Jeghers syndrome"""
"""Hereditary elliptocytosis"""
"""Vitamin B12-unresponsive methylmalonic acidemia type mut0"""
"""Kindler epidermolysis bullosa"""
"""Rothmund-Thomson syndrome"""
"""Juvenile polyposis syndrome"""
