Disease Name
"""Porphyria due to ALA dehydratase deficiency"""
"""Autosomal recessive spastic paraplegia type 20"""
"""Autosomal recessive dopa-responsive dystonia"""
"""Ramos-Arroyo syndrome"""
"""Lynch syndrome"""
"""Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease"""
"""X-linked intellectual disability, Nascimento type"""
"""Floating-Harbor syndrome"""
"""Mowat-Wilson syndrome"""
"""Nephrogenic diabetes insipidus"""
"""Maternally-inherited diabetes and deafness"""
"""Hypothyroidism due to deficient transcription factors involved in pituitary development or function"""
"""Kapur-Toriello syndrome"""
"""Infantile dystonia-parkinsonism"""
"""Autosomal dominant progressive external ophthalmoplegia"""
"""Nail-patella syndrome"""
"""Kleefstra syndrome"""
"""Ochoa syndrome"""
"""Steinert myotonic dystrophy"""
"""Young-onset Parkinson disease"""
"""Hypermobile Ehlers-Danlos syndrome"""
"""Classical Ehlers-Danlos syndrome"""
"""Pitt-Hopkins syndrome"""
"""Musculocontractural Ehlers-Danlos syndrome"""
"""DDOST-CDG"""
"""Dystrophic epidermolysis bullosa"""
"""Alpha-N-acetylgalactosaminidase deficiency"""
"""Non-progressive cerebellar ataxia with intellectual disability"""
"""Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome"""
"""Tumor necrosis factor receptor 1 associated periodic syndrome"""
"""Familial Mediterranean fever"""
"""Wolfram syndrome"""
"""Propionic acidemia"""
"""Infantile neuroaxonal dystrophy"""
"""Gitelman syndrome"""
"""Imerslund-Gräsbeck syndrome"""
"""Familial glucocorticoid deficiency"""
"""Intellectual disability-strabismus syndrome"""
"""Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome"""
"""Hypotonia-speech impairment-severe cognitive delay syndrome"""
"""Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency"""
"""Alacrimia-choreoathetosis-liver dysfunction syndrome"""
"""Hereditary late-onset Parkinson disease"""
"""Infantile nephropathic cystinosis"""
"""Temple-Baraitser syndrome"""
"""Familial colorectal cancer Type X"""
"""Congenital hypothyroidism"""
"""Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome"""
"""Paroxysmal extreme pain disorder"""
"""Basel-Vanagaite-Smirin-Yosef syndrome"""
"""Seizures-scoliosis-macrocephaly syndrome"""
"""VPS11-related autosomal recessive hypomyelinating leukodystrophy"""
"""Intellectual disability-epilepsy-extrapyramidal syndrome"""
"""White-Sutton syndrome"""
"""Hereditary fructose intolerance"""
"""Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome"""
"""Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome"""
"""Aicardi syndrome"""
"""Liddle syndrome"""
"""Oculocerebrorenal syndrome of Lowe"""
"""22q11.2 deletion syndrome"""
"""Alexander disease"""
"""Mucopolysaccharidosis type 3"""
"""Multiple endocrine neoplasia type 2"""
"""Osteogenesis imperfecta"""
"""Proximal spinal muscular atrophy"""
"""Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome"""
"""Porphyria"""
"""Acute intermittent porphyria"""
"""MOGS-CDG"""
"""Severe generalized junctional epidermolysis bullosa"""
"""Porphyria variegata"""
"""Smith-Magenis syndrome"""
"""Sotos syndrome"""
"""Alpha-thalassemia-X-linked intellectual disability syndrome"""
"""ATTRV30M amyloidosis"""
"""Townes-Brocks syndrome"""
"""Waardenburg-Shah syndrome"""
"""Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form"""
"""Williams syndrome"""
"""Hypothyroidism due to TSH receptor mutations"""
"""Isolated thyroid-stimulating hormone deficiency"""
"""Non-acquired panhypopituitarism"""
"""FG syndrome type 1"""
"""Combined pituitary hormone deficiencies, genetic forms"""
"""Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency"""
"""Athyreosis"""
"""Familial thyroid dyshormonogenesis"""
"""Adult-onset autosomal dominant leukodystrophy"""
"""Turcot syndrome with polyposis"""
