Disease Name
Thumb stiffness-brachydactyly-intellectual disability syndrome
Bardet-Biedl syndrome
Atkin-Flaitz syndrome
Bloom syndrome
Borjeson-Forssman-Lehmann syndrome
Carney complex
Short stature due to primary acid-labile subunit deficiency
Xq21 microdeletion syndrome
Achondroplasia
CNTNAP2-related developmental and epileptic encephalopathy
Short stature-delayed bone age due to thyroid hormone metabolism deficiency
"Metaphyseal chondrodysplasia, Schmid type"
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2
Obesity due to leptin receptor gene deficiency
Primary pigmented nodular adrenocortical disease
Cohen syndrome
Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
Hernández-Aguirre Negrete syndrome
Hydrocephalus-obesity-hypogonadism syndrome
Ankylosing vertebral hyperostosis with tylosis
Laurence-Moon syndrome
Macrocephaly-spastic paraplegia-dysmorphism syndrome
MOMO syndrome
Emery-Dreifuss muscular dystrophy
Xq27.3q28 duplication syndrome
Kleefstra syndrome
Microcephalic osteodysplastic primordial dwarfism type II
Very long chain acyl-CoA dehydrogenase deficiency
Acrodysostosis with multiple hormone resistance
Autosomal recessive spastic paraplegia type 11
Xp22.13p22.2 duplication syndrome
Hypoinsulinemic hypoglycemia and body hemihypertrophy
11p15.4 microduplication syndrome
Intellectual disability-balding-patella luxation-acromicria syndrome
X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome
X-linked intellectual disability-psychosis-macroorchidism syndrome
Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome
Ulnar-mammary syndrome
SHOX-related short stature
Summitt syndrome
Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
Familial primary hypomagnesemia with normocalciuria and normocalcemia
Wilson-Turner syndrome
Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome
Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome
Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome
Obesity due to SIM1 deficiency
XYLT1-CDG
MAN1B1-CDG
Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome
Tatton-Brown-Rahman syndrome
Dysbetalipoproteinemia
Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome
Ataxia-oculomotor apraxia type 4
Spastic paraplegia-severe developmental delay-epilepsy syndrome
Short stature-brachydactyly-obesity-global developmental delay syndrome
White-Sutton syndrome
Kallmann syndrome
X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome
Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome
22q11.2 deletion syndrome
Laron syndrome
Alström syndrome
Carpenter syndrome
Obesity due to congenital leptin deficiency
Low phospholipid-associated cholelithiasis
Obesity due to pro-opiomelanocortin deficiency
Obesity due to prohormone convertase I deficiency
Obesity due to melanocortin 4 receptor deficiency
Growth delay due to insulin-like growth factor type 1 deficiency
MORM syndrome
Morgagni-Stewart-Morel syndrome
X-linked non-syndromic intellectual disability
Retinitis pigmentosa
Pseudohypoparathyroidism type 1A
Pseudohypoparathyroidism type 1C
Pseudopseudohypoparathyroidism
Smith-Magenis syndrome
Syndromic X-linked intellectual disability 7
X-linked intellectual disability-cubitus valgus-dysmorphism syndrome
MEHMO syndrome
"X-linked intellectual disability, Shashi type"
"X-linked intellectual disability, Cabezas type"
"X-linked intellectual disability, Stevenson type"
Congenital analbuminemia
WAGR syndrome
Williams syndrome
Aromatase deficiency
"X-linked intellectual disability, Hedera type"
Secondary polycythemia
Prader-Willi syndrome due to paternal 15q11q13 deletion
Autosomal dominant Emery-Dreifuss muscular dystrophy
Autosomal recessive Emery-Dreifuss muscular dystrophy
X-linked Emery-Dreifuss muscular dystrophy
Neutral lipid storage disease with ichthyosis
Neutral lipid storage myopathy
